month,store_id,product_id,opening_stock,received_qty,sold_qty,closing_stock,stockout_flag,month_num,sales_qty,lost_sales_qty,promo_flag,corrected_demand,category,brand,cluster,store_type,lag_1,lag_2,rolling_mean_3,rolling_std_3
2020-03-01,10,268,295,383,295,383,1,3,27.0,27.0,1,322.0,Edible Oil,Fortune,3,Reliance,171.0,214.0,235.66666666666666,77.79674371934428
2020-08-01,10,270,375,315,258,432,0,8,11.0,11.0,0,269.0,Beverages,Pepsi,3,Reliance,191.0,301.0,253.66666666666666,56.58032638058333
2020-09-01,10,270,374,0,124,250,0,9,17.0,17.0,0,141.0,Beverages,Pepsi,3,Reliance,269.0,191.0,200.33333333333334,64.50839738618015
2019-12-01,10,271,306,316,230,392,0,12,19.0,19.0,0,249.0,Staples,Aashirvaad,3,Reliance,207.0,226.0,227.33333333333334,21.03172207246314
2020-05-01,10,271,264,340,146,458,0,5,6.0,6.0,0,152.0,Staples,Aashirvaad,3,Reliance,249.0,207.0,202.66666666666666,48.6449723335653
2020-09-01,10,271,308,361,203,466,0,9,15.0,15.0,0,218.0,Staples,Aashirvaad,3,Reliance,152.0,249.0,206.33333333333334,49.54122862155654
2020-05-01,10,273,355,0,213,142,0,5,5.0,5.0,0,218.0,Edible Oil,Fortune,3,Reliance,277.0,150.0,215.0,63.55312738174259
2020-06-01,10,273,340,259,281,318,0,6,19.0,19.0,0,300.0,Edible Oil,Fortune,3,Reliance,218.0,277.0,265.0,42.2965719651132
2020-10-01,10,273,246,317,180,383,0,10,45.0,45.0,0,225.0,Edible Oil,Fortune,3,Reliance,300.0,218.0,247.66666666666666,45.45693933090231
2019-07-01,10,274,171,417,171,417,1,7,2.0,2.0,1,173.0,Staples,Tata,3,Reliance,167.0,199.0,179.66666666666666,17.009801096230763
2019-11-01,10,274,153,242,153,242,1,11,5.0,5.0,1,158.0,Staples,Tata,3,Reliance,173.0,167.0,166.0,7.549834435270735
2020-01-01,10,274,256,0,132,124,0,1,9.0,9.0,0,141.0,Staples,Tata,3,Reliance,158.0,173.0,157.33333333333334,16.010413278030434
2020-06-01,10,275,248,366,248,366,1,6,34.0,34.0,1,282.0,Home Care,Surf Excel,3,Reliance,202.0,185.0,223.0,51.79768334587948
2020-07-01,10,275,268,430,154,544,0,7,5.0,5.0,0,159.0,Home Care,Surf Excel,3,Reliance,282.0,202.0,214.33333333333334,62.42061625243165
2019-09-01,10,276,290,430,208,512,0,9,16.0,16.0,0,224.0,Home Care,Surf Excel,3,Reliance,275.0,149.0,216.0,63.3798075099633
2019-12-01,10,276,178,265,139,304,0,12,3.0,3.0,0,142.0,Home Care,Surf Excel,3,Reliance,224.0,275.0,213.66666666666666,67.09942871093116
2020-05-01,10,276,281,0,101,180,0,5,18.0,18.0,0,119.0,Home Care,Surf Excel,3,Reliance,142.0,224.0,161.66666666666666,55.19359866264685
2019-11-01,10,277,346,491,293,544,0,11,28.0,28.0,0,321.0,Biscuits,Sunfeast,3,Reliance,206.0,204.0,243.66666666666666,66.98009654616313
2020-08-01,10,277,352,0,193,159,0,8,21.0,21.0,0,214.0,Biscuits,Sunfeast,3,Reliance,321.0,206.0,247.0,64.2105910267146
2020-10-01,10,277,338,0,196,142,0,10,21.0,21.0,0,217.0,Biscuits,Sunfeast,3,Reliance,214.0,321.0,250.66666666666666,60.92892033618628
2019-06-01,10,278,284,216,284,216,1,6,8.0,8.0,1,292.0,Dairy,Mother Dairy,3,Reliance,158.0,169.0,206.33333333333334,74.39310003846683
2019-09-01,10,278,203,206,156,253,0,9,3.0,3.0,0,159.0,Dairy,Mother Dairy,3,Reliance,292.0,158.0,203.0,77.07788269017254
2019-10-01,10,278,339,0,127,212,0,10,15.0,15.0,0,142.0,Dairy,Mother Dairy,3,Reliance,159.0,292.0,197.66666666666666,82.13606597185753
2020-03-01,10,278,357,488,297,548,0,3,10.0,10.0,0,307.0,Dairy,Mother Dairy,3,Reliance,142.0,159.0,202.66666666666666,90.75424691623711
2020-06-01,10,278,341,347,302,386,0,6,8.0,8.0,0,310.0,Dairy,Mother Dairy,3,Reliance,307.0,142.0,253.0,96.1405221537724
2020-07-01,10,279,225,488,225,488,1,7,8.0,8.0,1,233.0,Edible Oil,Fortune,3,Reliance,208.0,316.0,252.33333333333334,56.536124144951195
2020-09-01,10,281,235,466,235,466,1,9,5.0,5.0,1,240.0,Beverages,Real,3,Reliance,293.0,233.0,255.33333333333334,32.80751946327752
2020-10-01,10,281,283,0,101,182,0,10,13.0,13.0,0,114.0,Beverages,Real,3,Reliance,240.0,293.0,215.66666666666666,91.94744875924145
2020-04-01,10,283,280,260,193,347,0,4,7.0,7.0,0,200.0,Snacks,Haldirams,3,Reliance,87.0,276.0,187.66666666666666,95.10169994975554
2020-08-01,10,285,242,472,223,491,0,8,9.0,9.0,0,232.0,Home Care,Vim,3,Reliance,182.0,292.0,235.33333333333334,55.075705472861024
2020-09-01,10,286,377,0,231,146,0,9,15.0,15.0,0,246.0,Staples,Aashirvaad,3,Reliance,213.0,190.0,216.33333333333334,28.148416178061122
2020-11-01,10,286,338,0,162,176,0,11,17.0,17.0,0,179.0,Staples,Aashirvaad,3,Reliance,246.0,213.0,212.66666666666666,33.501243758005955
2020-08-01,10,288,255,0,129,126,0,8,10.0,10.0,0,139.0,Beverages,Real,3,Reliance,130.0,157.0,142.0,13.74772708486752
2020-02-01,10,289,374,0,188,186,0,2,8.0,8.0,0,196.0,Personal Care,Lux,3,Reliance,192.0,221.0,203.0,15.716233645501712
2020-04-01,10,289,170,333,80,423,0,4,14.0,14.0,0,94.0,Personal Care,Lux,3,Reliance,196.0,192.0,160.66666666666666,57.76965754903981
2020-06-01,10,289,221,432,172,481,0,6,11.0,11.0,0,183.0,Personal Care,Lux,3,Reliance,94.0,196.0,157.66666666666666,55.51876559626783
2020-09-01,10,289,294,480,213,561,0,9,37.0,37.0,0,250.0,Personal Care,Lux,3,Reliance,183.0,94.0,175.66666666666666,78.25811991949035
2020-10-01,10,289,336,0,139,197,0,10,7.0,7.0,0,146.0,Personal Care,Lux,3,Reliance,250.0,183.0,193.0,52.716221412388805
2020-01-01,10,290,304,0,147,157,0,1,44.0,44.0,0,191.0,Biscuits,Sunfeast,3,Reliance,311.0,229.0,243.66666666666666,61.329710037903595
2019-05-01,10,293,299,264,236,327,0,5,16.0,16.0,0,252.0,Home Care,Surf Excel,3,Reliance,329.0,207.0,262.6666666666667,61.69548875998417
2019-11-01,10,293,150,228,150,228,1,11,29.0,29.0,1,179.0,Home Care,Surf Excel,3,Reliance,252.0,329.0,253.33333333333334,75.00888836220234
2020-10-01,10,293,245,321,178,388,0,10,8.0,8.0,0,186.0,Home Care,Surf Excel,3,Reliance,179.0,252.0,205.66666666666666,40.27819923151151
2020-07-01,10,294,267,478,267,478,1,7,11.0,11.0,1,278.0,Edible Oil,Dhara,3,Reliance,135.0,253.0,222.0,76.3740793725201
2020-10-01,10,294,287,497,224,560,0,10,31.0,31.0,0,255.0,Edible Oil,Dhara,3,Reliance,278.0,135.0,222.66666666666666,76.78758580222024
2020-11-01,10,294,349,202,311,240,0,11,17.0,17.0,0,328.0,Edible Oil,Dhara,3,Reliance,255.0,278.0,287.0,37.32291521304306
2020-04-01,10,295,231,370,231,370,1,4,28.0,28.0,1,259.0,Dairy,Amul,3,Reliance,281.0,85.0,208.33333333333334,107.37473321658747
2020-07-01,10,295,196,460,142,514,0,7,19.0,19.0,0,161.0,Dairy,Amul,3,Reliance,259.0,281.0,233.66666666666666,63.8853139096407
2020-06-01,10,296,361,0,124,237,0,6,12.0,12.0,0,136.0,Home Care,Rin,3,Reliance,92.0,92.0,106.66666666666667,25.40341184434353
2020-09-01,10,296,225,394,225,394,1,9,11.0,11.0,1,236.0,Home Care,Rin,3,Reliance,136.0,92.0,154.66666666666666,73.79250187744914
2020-10-01,10,296,344,455,332,467,0,10,13.0,13.0,0,345.0,Home Care,Rin,3,Reliance,236.0,136.0,239.0,104.53229166147655
2019-12-01,10,297,377,0,241,136,0,12,5.0,5.0,0,246.0,Snacks,Bingo,3,Reliance,234.0,209.0,229.66666666666666,18.876793513023696
2020-10-01,10,297,334,0,189,145,0,10,18.0,18.0,0,207.0,Snacks,Bingo,3,Reliance,246.0,234.0,229.0,19.974984355438185
2019-07-01,10,298,346,277,311,312,0,7,34.0,34.0,0,345.0,Personal Care,Lux,3,Reliance,244.0,271.0,286.6666666666667,52.29085324732551
2019-10-01,10,298,227,0,88,139,0,10,8.0,8.0,0,96.0,Personal Care,Lux,3,Reliance,345.0,244.0,228.33333333333334,125.23710845166192
2019-11-01,10,298,258,0,104,154,0,11,43.0,43.0,0,147.0,Personal Care,Lux,3,Reliance,96.0,345.0,196.0,131.53326575433303
2020-08-01,10,298,188,448,188,448,1,8,30.0,30.0,1,218.0,Personal Care,Lux,3,Reliance,147.0,96.0,153.66666666666666,61.272614872660085
2020-02-01,10,299,395,235,295,335,0,2,24.0,24.0,0,319.0,Biscuits,Sunfeast,3,Reliance,309.0,129.0,252.33333333333334,106.92676621563626
2020-03-01,10,299,204,240,87,357,0,3,21.0,21.0,0,108.0,Biscuits,Sunfeast,3,Reliance,319.0,309.0,245.33333333333334,119.03920922676414
2020-06-01,10,299,334,498,285,547,0,6,16.0,16.0,0,301.0,Biscuits,Sunfeast,3,Reliance,108.0,319.0,242.66666666666666,116.97150650193973
2019-09-01,10,300,360,0,181,179,0,9,10.0,10.0,0,191.0,Snacks,Haldirams,3,Reliance,189.0,142.0,174.0,27.730849247724095
2019-11-01,10,300,238,0,105,133,0,11,15.0,15.0,0,120.0,Snacks,Haldirams,3,Reliance,191.0,189.0,166.66666666666666,40.42688874169435
2020-01-01,10,300,153,364,153,364,1,1,8.0,8.0,1,161.0,Snacks,Haldirams,3,Reliance,120.0,191.0,157.33333333333334,35.64173583501977
2020-03-01,10,300,153,316,136,333,0,3,18.0,18.0,0,154.0,Snacks,Haldirams,3,Reliance,161.0,120.0,145.0,21.931712199461302
2020-06-01,10,300,194,255,172,277,0,6,25.0,25.0,0,197.0,Snacks,Haldirams,3,Reliance,154.0,161.0,170.66666666666666,23.07234997422961
2020-08-01,10,300,283,0,114,169,0,8,13.0,13.0,0,127.0,Snacks,Haldirams,3,Reliance,197.0,154.0,159.33333333333334,35.303446479534166
2019-08-01,11,1,327,0,126,201,0,8,17.0,17.0,0,143.0,Personal Care,Pears,4,Kirana,313.0,190.0,215.33333333333334,87.7857239722572
2020-05-01,11,2,343,431,320,454,0,5,26.0,26.0,0,346.0,Biscuits,Parle,4,Kirana,203.0,205.0,251.33333333333334,81.98983676854914
2020-04-01,11,5,303,376,299,380,0,4,20.0,20.0,0,319.0,Home Care,Vim,4,Kirana,163.0,97.0,193.0,114.0
2020-05-01,11,5,348,283,313,318,0,5,5.0,5.0,0,318.0,Home Care,Vim,4,Kirana,319.0,163.0,266.6666666666667,89.77935917199082
2020-09-01,11,5,183,309,183,309,1,9,10.0,10.0,1,193.0,Home Care,Vim,4,Kirana,318.0,319.0,276.6666666666667,72.45918391296809
2020-11-01,11,5,392,0,260,132,0,11,16.0,16.0,0,276.0,Home Care,Vim,4,Kirana,193.0,318.0,262.3333333333333,63.61079572944621
2020-01-01,11,6,375,378,289,464,0,1,7.0,7.0,0,296.0,Snacks,Lays,4,Kirana,297.0,258.0,283.6666666666667,22.233608194203054
2020-10-01,11,7,262,387,208,441,0,10,12.0,12.0,0,220.0,Personal Care,Lux,4,Kirana,178.0,155.0,184.33333333333334,32.959571194621645
2020-02-01,11,8,295,0,165,130,0,2,7.0,7.0,0,172.0,Edible Oil,Dhara,4,Kirana,94.0,195.0,153.66666666666666,52.93706955747866
2020-10-01,11,8,232,268,232,268,1,10,9.0,9.0,1,241.0,Edible Oil,Dhara,4,Kirana,172.0,94.0,169.0,73.54590403278758
2019-12-01,11,9,278,0,120,158,0,12,7.0,7.0,0,127.0,Edible Oil,Dhara,4,Kirana,173.0,125.0,141.66666666666666,27.15388247255507
2020-04-01,11,9,162,441,81,522,0,4,8.0,8.0,0,89.0,Edible Oil,Dhara,4,Kirana,127.0,173.0,129.66666666666666,42.06344414492628
2020-06-01,11,9,338,400,317,421,0,6,9.0,9.0,0,326.0,Edible Oil,Dhara,4,Kirana,89.0,127.0,180.66666666666666,127.28838648255909
2019-12-01,11,12,272,340,272,340,1,12,8.0,8.0,1,280.0,Home Care,Vim,4,Kirana,268.0,170.0,239.33333333333334,60.343461396685996
2020-03-01,11,12,348,485,261,572,0,3,10.0,10.0,0,271.0,Home Care,Vim,4,Kirana,280.0,268.0,273.0,6.2449979983983255
2019-07-01,11,14,194,449,194,449,1,7,35.0,35.0,1,229.0,Personal Care,Dove,4,Kirana,199.0,125.0,184.33333333333334,53.52880844305553
2019-08-01,11,14,198,217,155,260,0,8,7.0,7.0,0,162.0,Personal Care,Dove,4,Kirana,229.0,199.0,196.66666666666666,33.560889936551625
2020-05-01,11,14,228,417,220,425,0,5,23.0,23.0,0,243.0,Personal Care,Dove,4,Kirana,162.0,229.0,211.33333333333334,43.29357150124406
2020-08-01,11,14,165,427,165,427,0,8,38.0,38.0,0,203.0,Personal Care,Dove,4,Kirana,243.0,162.0,202.66666666666666,40.501028793517484
2020-06-01,11,16,197,260,197,260,0,6,19.0,19.0,0,216.0,Personal Care,Dove,4,Kirana,253.0,225.0,231.33333333333334,19.295940851208407
2020-02-01,11,17,180,443,180,443,1,2,5.0,5.0,1,185.0,Snacks,Bingo,4,Kirana,218.0,178.0,193.66666666666666,21.36195996001615
2020-01-01,11,18,283,239,283,239,1,1,26.0,26.0,1,309.0,Beverages,Real,4,Kirana,163.0,317.0,263.0,86.69486720677297
2020-06-01,11,18,201,228,146,283,0,6,20.0,20.0,0,166.0,Beverages,Real,4,Kirana,309.0,163.0,212.66666666666666,83.4405976328869
2020-08-01,11,19,277,434,277,434,1,8,10.0,10.0,1,287.0,Snacks,Lays,4,Kirana,169.0,147.0,201.0,75.28612089887484
2020-04-01,11,20,288,329,230,387,0,4,10.0,10.0,0,240.0,Dairy,Amul,4,Kirana,195.0,254.0,229.66666666666666,30.8274769213008
2020-10-01,11,20,343,375,249,469,0,10,19.0,19.0,0,268.0,Dairy,Amul,4,Kirana,240.0,195.0,234.33333333333334,36.8284310463171
2019-11-01,11,21,225,466,225,466,1,11,7.0,7.0,1,232.0,Beverages,Real,4,Kirana,204.0,158.0,198.0,37.36308338453881
2020-01-01,11,21,153,301,153,301,1,1,33.0,33.0,1,186.0,Beverages,Real,4,Kirana,232.0,204.0,207.33333333333334,23.18045153428495
2020-07-01,11,21,243,217,243,217,1,7,24.0,24.0,1,267.0,Beverages,Real,4,Kirana,186.0,232.0,228.33333333333334,40.6242948656753
2019-08-01,11,23,211,365,190,386,0,8,2.0,2.0,0,192.0,Beverages,Coca-Cola,4,Kirana,194.0,156.0,180.66666666666666,21.385353243127255
2020-06-01,11,23,295,499,278,516,0,6,14.0,14.0,0,292.0,Beverages,Coca-Cola,4,Kirana,192.0,194.0,226.0,57.166423711825814
2020-08-01,11,23,272,492,272,492,1,8,5.0,5.0,1,277.0,Beverages,Coca-Cola,4,Kirana,292.0,192.0,253.66666666666666,53.928965624544794
2020-11-01,11,23,393,278,343,328,0,11,25.0,25.0,0,368.0,Beverages,Coca-Cola,4,Kirana,277.0,292.0,312.3333333333333,48.788659884581115
2020-03-01,11,24,228,0,105,123,0,3,7.0,7.0,0,112.0,Staples,Fortune,4,Kirana,159.0,178.0,149.66666666666666,33.97548135543238
2020-04-01,11,24,236,391,236,391,1,4,5.0,5.0,1,241.0,Staples,Fortune,4,Kirana,112.0,159.0,170.66666666666666,65.28654787422394
2020-10-01,11,24,154,356,154,356,1,10,21.0,21.0,1,175.0,Staples,Fortune,4,Kirana,241.0,112.0,176.0,64.50581369148055
2019-09-01,11,25,246,294,246,294,1,9,6.0,6.0,1,252.0,Snacks,Haldirams,4,Kirana,216.0,258.0,242.0,22.715633383201094
2020-03-01,11,25,243,223,243,223,1,3,6.0,6.0,1,249.0,Snacks,Haldirams,4,Kirana,238.0,200.0,229.0,25.709920264364882
2020-04-01,11,25,278,239,256,261,0,4,10.0,10.0,0,266.0,Snacks,Haldirams,4,Kirana,249.0,238.0,251.0,14.106735979665885
2020-10-01,11,26,237,435,237,435,1,10,6.0,6.0,1,243.0,Dairy,Nandini,4,Kirana,122.0,165.0,176.66666666666666,61.33786215163791
2020-11-01,11,26,216,269,202,283,0,11,43.0,43.0,0,245.0,Dairy,Nandini,4,Kirana,243.0,122.0,203.33333333333334,70.44383105235926
2019-06-01,11,27,348,0,171,177,0,6,19.0,19.0,0,190.0,Biscuits,Sunfeast,4,Kirana,100.0,81.0,123.66666666666667,58.22656896411924
2019-07-01,11,27,371,335,270,436,0,7,18.0,18.0,0,288.0,Biscuits,Sunfeast,4,Kirana,190.0,100.0,192.66666666666666,94.02836451482784
2020-08-01,11,27,285,318,285,318,1,8,23.0,23.0,1,308.0,Biscuits,Sunfeast,4,Kirana,288.0,190.0,262.0,63.1506136153878
2020-10-01,11,27,241,271,123,389,0,10,36.0,36.0,0,159.0,Biscuits,Sunfeast,4,Kirana,308.0,288.0,251.66666666666666,80.87232736439168
2019-08-01,11,28,399,401,281,519,0,8,3.0,3.0,0,284.0,Staples,Aashirvaad,4,Kirana,340.0,136.0,253.33333333333334,105.40082226118226
2020-07-01,11,31,153,266,153,266,1,7,23.0,23.0,1,176.0,Biscuits,Parle,4,Kirana,120.0,105.0,133.66666666666666,37.42102795666273
2019-09-01,11,33,208,355,136,427,0,9,10.0,10.0,0,146.0,Home Care,Surf Excel,4,Kirana,117.0,305.0,189.33333333333334,101.21429411566992
2020-06-01,11,33,303,492,199,596,0,6,10.0,10.0,0,209.0,Home Care,Surf Excel,4,Kirana,146.0,117.0,157.33333333333334,47.03544762552319
2020-11-01,11,33,323,330,312,341,0,11,27.0,27.0,0,339.0,Home Care,Surf Excel,4,Kirana,209.0,146.0,231.33333333333334,98.4191715741061
2020-04-01,11,34,249,367,183,433,0,4,11.0,11.0,0,194.0,Home Care,Vim,4,Kirana,290.0,291.0,258.3333333333333,55.71654452075553
2020-07-01,11,34,263,205,263,205,1,7,17.0,17.0,1,280.0,Home Care,Vim,4,Kirana,194.0,290.0,254.66666666666666,52.7762572880394
2020-09-01,11,34,339,481,256,564,0,9,6.0,6.0,0,262.0,Home Care,Vim,4,Kirana,280.0,194.0,245.33333333333334,45.357836515130785
2019-07-01,11,35,362,0,95,267,0,7,5.0,5.0,0,100.0,Personal Care,Dove,4,Kirana,197.0,278.0,191.66666666666666,89.11976959874465
2019-10-01,11,35,311,315,246,380,0,10,14.0,14.0,0,260.0,Personal Care,Dove,4,Kirana,100.0,197.0,185.66666666666666,80.59983457385836
2020-03-01,11,35,155,477,155,477,1,3,40.0,40.0,1,195.0,Personal Care,Dove,4,Kirana,260.0,100.0,185.0,80.46738469715541
2020-07-01,11,35,228,320,216,332,0,7,7.0,7.0,0,223.0,Personal Care,Dove,4,Kirana,195.0,260.0,226.0,32.60368077380221
2020-08-01,11,35,328,0,185,143,0,8,20.0,20.0,0,205.0,Personal Care,Dove,4,Kirana,223.0,195.0,207.66666666666666,14.189197769195175
2020-11-01,11,35,365,0,166,199,0,11,2.0,2.0,0,168.0,Personal Care,Dove,4,Kirana,205.0,223.0,198.66666666666666,28.04163571073081
2019-12-01,11,36,301,425,221,505,0,12,3.0,3.0,0,224.0,Biscuits,Parle,4,Kirana,249.0,316.0,263.0,47.57099956906519
2020-10-01,11,38,338,460,332,466,0,10,6.0,6.0,0,338.0,Beverages,Pepsi,4,Kirana,309.0,118.0,255.0,119.52823934116992
2020-11-01,11,38,307,0,133,174,0,11,7.0,7.0,0,140.0,Beverages,Pepsi,4,Kirana,338.0,309.0,262.3333333333333,106.93144221104161
2019-11-01,11,39,171,376,171,376,1,11,22.0,22.0,1,193.0,Beverages,Real,4,Kirana,188.0,168.0,183.0,13.228756555322953
2020-07-01,11,39,299,0,112,187,0,7,7.0,7.0,0,119.0,Beverages,Real,4,Kirana,193.0,188.0,166.66666666666666,41.35617648348712
2020-01-01,11,40,268,498,268,498,1,1,26.0,26.0,1,294.0,Home Care,Rin,4,Kirana,213.0,236.0,247.66666666666666,41.74126655161932
2020-03-01,11,40,161,339,161,339,1,3,14.0,14.0,1,175.0,Home Care,Rin,4,Kirana,294.0,213.0,227.33333333333334,60.78102774166733
2020-10-01,11,40,190,467,129,528,0,10,24.0,24.0,0,153.0,Home Care,Rin,4,Kirana,175.0,294.0,207.33333333333334,75.85732221304238
2020-02-01,11,41,177,291,177,291,1,2,29.0,29.0,1,206.0,Edible Oil,Fortune,4,Kirana,192.0,138.0,178.66666666666666,35.90728802532062
2020-10-01,11,41,379,0,227,152,0,10,4.0,4.0,0,231.0,Edible Oil,Fortune,4,Kirana,206.0,192.0,209.66666666666666,19.756855350316606
2020-03-01,11,42,195,479,111,563,0,3,7.0,7.0,0,118.0,Biscuits,Parle,4,Kirana,207.0,213.0,179.33333333333334,53.20087718575074
2020-09-01,11,42,396,231,312,315,0,9,13.0,13.0,0,325.0,Biscuits,Parle,4,Kirana,118.0,207.0,216.66666666666666,103.83801487573487
2020-04-01,11,43,200,443,180,463,0,4,34.0,34.0,0,214.0,Beverages,Pepsi,4,Kirana,211.0,187.0,204.0,14.798648586948742
2019-10-01,11,44,262,0,137,125,0,10,65.0,65.0,0,202.0,Staples,Tata,4,Kirana,200.0,268.0,223.33333333333334,38.695391629150535
2020-06-01,11,44,376,488,272,592,0,6,4.0,4.0,0,276.0,Staples,Tata,4,Kirana,202.0,200.0,226.0,43.312815655415434
2020-09-01,11,44,174,399,174,399,1,9,15.0,15.0,1,189.0,Staples,Tata,4,Kirana,276.0,202.0,222.33333333333334,46.92902442341342
2020-07-01,11,46,210,288,210,288,1,7,17.0,17.0,1,227.0,Dairy,Mother Dairy,4,Kirana,146.0,222.0,198.33333333333334,45.39089482851526
2019-06-01,11,48,200,220,123,297,0,6,35.0,35.0,0,158.0,Beverages,Coca-Cola,4,Kirana,234.0,300.0,230.66666666666666,71.05866121264411
2020-01-01,11,48,378,402,294,486,0,1,22.0,22.0,0,316.0,Beverages,Coca-Cola,4,Kirana,158.0,234.0,236.0,79.01898506055363
2020-07-01,11,50,274,0,114,160,0,7,12.0,12.0,0,126.0,Beverages,Coca-Cola,4,Kirana,235.0,203.0,188.0,56.02677931132576
2019-11-01,11,51,380,0,129,251,0,11,9.0,9.0,0,138.0,Biscuits,Sunfeast,4,Kirana,229.0,256.0,207.66666666666666,61.825021903217575
2019-09-01,11,52,178,395,178,395,1,9,21.0,21.0,1,199.0,Personal Care,Dove,4,Kirana,195.0,272.0,222.0,43.347433603386484
2019-12-01,11,52,269,252,208,313,0,12,9.0,9.0,0,217.0,Personal Care,Dove,4,Kirana,199.0,195.0,203.66666666666666,11.718930554164634
2020-09-01,11,53,353,0,80,273,0,9,7.0,7.0,0,87.0,Personal Care,Dove,4,Kirana,178.0,179.0,148.0,52.82991576748916
2020-10-01,11,53,384,0,138,246,0,10,23.0,23.0,0,161.0,Personal Care,Dove,4,Kirana,87.0,178.0,142.0,48.38388161361178
2020-11-01,11,53,262,317,169,410,0,11,13.0,13.0,0,182.0,Personal Care,Dove,4,Kirana,161.0,87.0,143.33333333333334,49.90323970779185
2020-03-01,11,54,157,265,157,265,1,3,10.0,10.0,1,167.0,Edible Oil,Dhara,4,Kirana,232.0,113.0,170.66666666666666,59.58467364459869
2020-06-01,11,54,305,0,117,188,0,6,14.0,14.0,0,131.0,Edible Oil,Dhara,4,Kirana,167.0,232.0,176.66666666666666,51.189191567491406
2019-11-01,11,57,289,0,135,154,0,11,60.0,60.0,0,195.0,Edible Oil,Fortune,4,Kirana,111.0,231.0,179.0,61.57921727336261
2020-01-01,11,57,382,310,297,395,0,1,11.0,11.0,0,308.0,Edible Oil,Fortune,4,Kirana,195.0,111.0,204.66666666666666,98.85511283354712
2019-08-01,11,58,193,244,193,244,1,8,10.0,10.0,1,203.0,Home Care,Rin,4,Kirana,160.0,131.0,164.66666666666666,36.226141573915015
2020-08-01,11,59,244,292,244,292,1,8,6.0,6.0,1,250.0,Biscuits,Parle,4,Kirana,166.0,245.0,220.33333333333334,47.120413127787124
2020-03-01,11,61,188,405,188,405,1,3,32.0,32.0,1,220.0,Snacks,Haldirams,4,Kirana,301.0,331.0,284.0,57.41950887982237
2020-05-01,11,61,209,378,209,378,1,5,20.0,20.0,1,229.0,Snacks,Haldirams,4,Kirana,220.0,301.0,250.0,44.395945760846224
2020-06-01,11,61,284,200,284,200,1,6,13.0,13.0,1,297.0,Snacks,Haldirams,4,Kirana,229.0,220.0,248.66666666666666,42.09908945967043
2019-06-01,11,62,313,288,295,306,0,6,16.0,16.0,0,311.0,Snacks,Lays,4,Kirana,363.0,330.0,334.6666666666667,26.312227829154523
2020-06-01,11,62,188,245,174,259,0,6,10.0,10.0,0,184.0,Snacks,Lays,4,Kirana,311.0,363.0,286.0,92.08148565265441
2020-09-01,11,62,344,473,318,499,0,9,6.0,6.0,0,324.0,Snacks,Lays,4,Kirana,184.0,311.0,273.0,77.34985455707076
2020-05-01,11,63,305,0,171,134,0,5,27.0,27.0,0,198.0,Staples,Fortune,4,Kirana,227.0,175.0,200.0,26.057628441590765
2020-07-01,11,63,203,403,203,403,1,7,2.0,2.0,1,205.0,Staples,Fortune,4,Kirana,198.0,227.0,210.0,15.132745950421556
2020-10-01,11,63,282,285,198,369,0,10,18.0,18.0,0,216.0,Staples,Fortune,4,Kirana,205.0,198.0,206.33333333333334,9.073771725877462
2019-12-01,11,66,367,0,228,139,0,12,1.0,1.0,0,229.0,Biscuits,Sunfeast,4,Kirana,167.0,210.0,202.0,31.76476034853718
2020-06-01,11,66,245,298,160,383,0,6,12.0,12.0,0,172.0,Biscuits,Sunfeast,4,Kirana,229.0,167.0,189.33333333333334,34.44318994131254
2020-09-01,11,66,221,457,221,457,1,9,8.0,8.0,1,229.0,Biscuits,Sunfeast,4,Kirana,172.0,229.0,210.0,32.90896534380867
2019-12-01,11,67,255,0,97,158,0,12,8.0,8.0,0,105.0,Personal Care,Lux,4,Kirana,290.0,212.0,202.33333333333334,92.8780562529887
2020-04-01,11,67,269,358,229,398,0,4,10.0,10.0,0,239.0,Personal Care,Lux,4,Kirana,105.0,290.0,211.33333333333334,95.55277773740193
2020-07-01,11,67,347,0,111,236,0,7,9.0,9.0,0,120.0,Personal Care,Lux,4,Kirana,239.0,105.0,154.66666666666666,73.41888948583555
2020-10-01,11,67,323,0,181,142,0,10,4.0,4.0,0,185.0,Personal Care,Lux,4,Kirana,120.0,239.0,181.33333333333334,59.584673644598695
2020-01-01,11,68,381,0,139,242,0,1,22.0,22.0,0,161.0,Beverages,Coca-Cola,4,Kirana,240.0,187.0,196.0,40.26164427839479
2020-08-01,11,68,243,223,233,233,0,8,13.0,13.0,0,246.0,Beverages,Coca-Cola,4,Kirana,161.0,240.0,215.66666666666666,47.43767841424508
2019-09-01,11,69,237,498,228,507,0,9,8.0,8.0,0,236.0,Staples,Aashirvaad,4,Kirana,167.0,185.0,196.0,35.79106033634656
2020-02-01,11,69,321,0,148,173,0,2,7.0,7.0,0,155.0,Staples,Aashirvaad,4,Kirana,236.0,167.0,186.0,43.71498598878879
2020-06-01,11,69,265,468,265,468,1,6,10.0,10.0,1,275.0,Staples,Aashirvaad,4,Kirana,155.0,236.0,222.0,61.212743771211564
2020-11-01,11,69,152,492,103,541,0,11,6.0,6.0,0,109.0,Staples,Aashirvaad,4,Kirana,275.0,155.0,179.66666666666666,85.70492012325391
2019-04-01,11,71,362,0,202,160,0,4,6.0,6.0,0,208.0,Dairy,Amul,4,Kirana,134.0,151.0,164.33333333333334,38.759944960401235
